ric,ticker,isin,exchange_name,tracking_status,price_ingest_enabled,pit_fundamentals_enabled,pit_classification_enabled,allow_cuse_native_core,allow_cuse_fundamental_projection,allow_cuse_returns_projection,allow_cpar_core_target,allow_cpar_extended_target
AMP.N,AMP,US03076C1062,New York Stock Exchange,active,1,1,1,1,0,0,1,1
AMPH.OQ,AMPH,US03209R1032,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
AMPL.OQ,AMPL,US03213A1043,NASDAQ Stock Exchange Capital Market,active,1,1,1,1,0,0,1,1
AMPX.N,AMPX,US03214Q1085,New York Stock Exchange,active,1,1,1,1,0,0,1,1
AMR.N,AMR,US0207641061,New York Stock Exchange,active,1,1,1,1,0,0,1,1
AMRC.N,AMRC,US02361E1082,New York Stock Exchange,active,1,1,1,1,0,0,1,1
AMRI.OQ,AMRI,,,active,1,1,1,1,0,0,1,1
AMRTXP.CJ,AMRTX,US60468T1051,Costa Rica Exchange,active,1,1,1,1,0,0,1,1
AMRX.OQ,AMRX,US03168L1052,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
AMSC.OQ,AMSC,US0301112076,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
AMSCDE.INS,AMSCDE,,,active,1,1,1,1,0,0,1,1
AMSF.OQ,AMSF,US03071H1005,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
AMSG.OQ,AMSG,,,active,1,1,1,1,0,0,1,1
AMSWAN.BCU,AMSWAN,US0296831094,BATS Europe,active,1,1,1,1,0,0,1,1
AMT.N,AMT,US03027X1000,New York Stock Exchange,active,1,1,1,1,0,0,1,1
AMTB.N,AMTB,US0235761014,New York Stock Exchange,active,1,1,1,1,0,0,1,1
AMTD.O^J20,AMTD,US87236Y1082,Consolidated Issue Listed on Nasdaq Global Select Market,active,1,1,1,1,0,0,1,1
AMTG.N,AMTG,,,active,1,1,1,1,0,0,1,1
AMTX.OQ,AMTX,US00770K2024,NASDAQ Stock Exchange Global Market,active,1,1,1,1,0,0,1,1
AMWD.OQ,AMWD,US0305061097,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
AMWL.N,AMWL,US03044L2043,New York Stock Exchange,active,1,1,1,1,0,0,1,1
AMYOVP.CJ,AMYOV,BMG637AM1024,Costa Rica Exchange,active,1,1,1,1,0,0,1,1
AMZN.OQ,AMZN,US0231351067,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
AMZN.W,AMZN,,,active,1,1,1,1,0,0,1,1
AN.II,AN,,,active,1,1,1,1,0,0,1,1
AN.N,AN,US05329W1027,New York Stock Exchange,active,1,1,1,1,0,0,1,1
ANAB.OQ,ANAB,US0327241065,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
ANAC.OQ,ANAC,,,active,1,1,1,1,0,0,1,1
ANAD.OQ,ANAD,,,active,1,1,1,1,0,0,1,1
ANAD.P,ANAD,,,active,1,1,1,1,0,0,1,1
ANDE.OQ,ANDE,US0341641035,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
ANDV.K^J18,ANDV,US03349M1053,New York Consolidated,active,1,1,1,1,0,0,1,1
ANDWDE.INS,ANDWDE,,,active,1,1,1,1,0,0,1,1
ANEN.OQ,ANEN,,,active,1,1,1,1,0,0,1,1
ANET.N,ANET,US0404132054,New York Stock Exchange,active,1,1,1,1,0,0,1,1
ANF.N,ANF,US0028962076,New York Stock Exchange,active,1,1,1,1,0,0,1,1
ANGI.OQ,ANGI,US00183L2016,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
ANGO.OQ,ANGO,US03475V1017,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
ANIK.OQ,ANIK,US0352551081,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
ANIP.OQ,ANIP,US00182C1036,NASDAQ Stock Exchange Global Market,active,1,1,1,1,0,0,1,1
ANN.N,ANN,,,active,1,1,1,1,0,0,1,1
ANNX.OQ,ANNX,US03589W1027,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
ANR.B,ANR,,,active,1,1,1,1,0,0,1,1
ANSS.MX,ANSS*,US03662Q1058,Bolsa Mexicana de Valores S.A. de C.V.,active,1,1,1,1,0,0,1,1
ANST.OQ,ANST,,,active,1,1,1,1,0,0,1,1
ANTH.OQ,ANTH,,,active,1,1,1,1,0,0,1,1
AOC.II,AOC,,,active,1,1,1,1,0,0,1,1
AOL.N,AOL,,,active,1,1,1,1,0,0,1,1
AOMR.N,AOMR,US03464Y1082,New York Stock Exchange,active,1,1,1,1,0,0,1,1
AON.N,AON,IE00BLP1HW54,New York Stock Exchange,active,1,1,1,1,0,0,1,1
AONE.OQ,AONE,,,active,1,1,1,1,0,0,1,1
AORT.N,AORT,US2289031005,New York Stock Exchange,active,1,1,1,1,0,0,1,1
AOS.N,AOS,US8318652091,New York Stock Exchange,active,1,1,1,1,0,0,1,1
AOSL.OQ,AOSL,BMG6331P1041,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
AOUT.OQ,AOUT,US02875D1090,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
AP.N,AP,US0320371034,New York Stock Exchange,active,1,1,1,1,0,0,1,1
APA.II,APA,,,active,1,1,1,1,0,0,1,1
APAGF.O,APAGF,,,active,1,1,1,1,0,0,1,1
APAGF.OQ,APAGF,,,active,1,1,1,1,0,0,1,1
APAM.N,APAM,US04316A1088,New York Stock Exchange,active,1,1,1,1,0,0,1,1
APC.II,APC,,,active,1,1,1,1,0,0,1,1
APC^H19,APC^H19,US0325111070,New York Consolidated,active,1,1,1,1,0,0,1,1
APD.II,APD,,,active,1,1,1,1,0,0,1,1
APD.N,APD,US0091581068,New York Stock Exchange,active,1,1,1,1,0,0,1,1
APEI.OQ,APEI,US02913V1035,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
APFH.N,APFH,,,active,1,1,1,1,0,0,1,1
APG,APG,US00187Y1001,New York Consolidated,active,1,1,1,1,0,0,1,1
APGE.OQ,APGE,US03770N1019,NASDAQ Stock Exchange Global Market,active,1,1,1,1,0,0,1,1
APH.N,APH,US0320951017,New York Stock Exchange,active,1,1,1,1,0,0,1,1
APLD.OQ,APLD,US0381692070,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
APLE.N,APLE,US03784Y2000,New York Stock Exchange,active,1,1,1,1,0,0,1,1
APLS.OQ,APLS,US03753U1060,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
APO.N,APO,US03769M1062,New York Stock Exchange,active,1,1,1,1,0,0,1,1
APOG.OQ,APOG,US0375981091,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
APOL.O^B17,APOL,US0376041051,Consolidated Issue Listed on Nasdaq Global Select Market,active,1,1,1,1,0,0,1,1
APP.OQ,APP,US03831W1080,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
APPF.OQ,APPF,US03783C1009,NASDAQ Stock Exchange Global Market,active,1,1,1,1,0,0,1,1
APPN.OQ,APPN,US03782L1017,NASDAQ Stock Exchange Global Market,active,1,1,1,1,0,0,1,1
APPS.OQ,APPS,US25400W1027,NASDAQ Stock Exchange Capital Market,active,1,1,1,1,0,0,1,1
APVO.OQ,APVO,US03835L7029,NASDAQ Stock Exchange Capital Market,active,1,1,1,1,0,0,1,1
APYX.OQ,APYX,US03837C1062,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
AQ.N,AQ,,,active,1,1,1,1,0,0,1,1
AQB.OQ,AQB,US03842K3095,NASDAQ Stock Exchange Capital Market,active,1,1,1,1,0,0,1,1
AQMS.OQ,AQMS,US03837J3095,NASDAQ Stock Exchange Capital Market,active,1,1,1,1,0,0,1,1
AQST.OQ,AQST,US03843E1047,NASDAQ Stock Exchange Global Market,active,1,1,1,1,0,0,1,1
AR.N,AR,US03674X1063,New York Stock Exchange,active,1,1,1,1,0,0,1,1
ARAY.OQ,ARAY,US0043971052,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
ARBADE.INS,ARBADE,,,active,1,1,1,1,0,0,1,1
ARCB.OQ,ARCB,US03937C1053,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
ARCC.O,ARCC,US04010L1035,Consolidated Issue Listed on Nasdaq Global Select Market,active,1,1,1,1,0,0,1,1
ARCT.OQ,ARCT,US03969T1097,NASDAQ Stock Exchange Global Market,active,1,1,1,1,0,0,1,1
ARD.C,ARD,,,active,1,1,1,1,0,0,1,1
ARDNA.OQ,ARDNA,,,active,1,1,1,1,0,0,1,1
ARDT.N,ARDT,US03980N1072,New York Stock Exchange,active,1,1,1,1,0,0,1,1
ARDX.OQ,ARDX,US0396971071,NASDAQ Stock Exchange Global Market,active,1,1,1,1,0,0,1,1
ARE.N,ARE,US0152711091,New York Stock Exchange,active,1,1,1,1,0,0,1,1
AREN.A,AREN,US0400441095,American Stock Exchange,active,1,1,1,1,0,0,1,1
ARES.N,ARES,US03990B1017,New York Stock Exchange,active,1,1,1,1,0,0,1,1
AREX.OQ,AREX,,,active,1,1,1,1,0,0,1,1
ARG.N,ARG,,,active,1,1,1,1,0,0,1,1
ARHS.OQ,ARHS,US04035M1027,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
ARI.N,ARI,US03762U1051,New York Stock Exchange,active,1,1,1,1,0,0,1,1
ARIA.OQ,ARIA,,,active,1,1,1,1,0,0,1,1
ARJ.N,ARJ,,,active,1,1,1,1,0,0,1,1
ARKO.OQ,ARKO,US0412421085,NASDAQ Stock Exchange Capital Market,active,1,1,1,1,0,0,1,1
ARL.N,ARL,US0291741090,New York Stock Exchange,active,1,1,1,1,0,0,1,1
ARLO.N,ARLO,US04206A1016,New York Stock Exchange,active,1,1,1,1,0,0,1,1
ARM.OQ,ARM,US0420682058,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
ARMK.N,ARMK,US03852U1060,New York Stock Exchange,active,1,1,1,1,0,0,1,1
ARMON.BCU,ARMON,US04225U1043,BATS Europe,active,1,1,1,1,0,0,1,1
ARNAN.BCU,ARNAN,US0400476075,BATS Europe,active,1,1,1,1,0,0,1,1
AROC.N,AROC,US03957W1062,New York Stock Exchange,active,1,1,1,1,0,0,1,1
AROW.OQ,AROW,US0427441029,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
ARPI.N,ARPI,,,active,1,1,1,1,0,0,1,1
ARQ.OQ,ARQ,US00770C1018,NASDAQ Stock Exchange Global Market,active,1,1,1,1,0,0,1,1
ARQT.OQ,ARQT,US03969K1088,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
ARR.N,ARR,US0423157058,New York Stock Exchange,active,1,1,1,1,0,0,1,1
ARRO.OQ,ARRO,,,active,1,1,1,1,0,0,1,1
ARRS.OQ,ARRS,,,active,1,1,1,1,0,0,1,1
ARRS.O^D19,ARRS,GB00BZ04Y379,Consolidated Issue Listed on Nasdaq Global Select Market,active,1,1,1,1,0,0,1,1
ARRY.IX,ARRY,,,active,1,1,1,1,0,0,1,1
ARRY.OQ,ARRY,US04271T1007,NASDAQ Stock Exchange Global Market,active,1,1,1,1,0,0,1,1
ARTNA.OQ,ARTNA,US0431132085,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
ARUN.OQ,ARUN,,,active,1,1,1,1,0,0,1,1
ARVN.OQ,ARVN,US04335A1051,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
ARW.N,ARW,US0427351004,New York Stock Exchange,active,1,1,1,1,0,0,1,1
ARWR.OQ,ARWR,US04280A1007,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
ARX.N,ARX,KYG008941083,New York Stock Exchange,active,1,1,1,1,0,0,1,1
ARXT.OQ,ARXT,,,active,1,1,1,1,0,0,1,1
ARXX.OQ,ARXX,,,active,1,1,1,1,0,0,1,1
ASAN.N,ASAN,US04342Y1047,New York Stock Exchange,active,1,1,1,1,0,0,1,1
ASB.N,ASB,US0454871056,New York Stock Exchange,active,1,1,1,1,0,0,1,1
ASC.N,ASC,MHY0207T1001,New York Stock Exchange,active,1,1,1,1,0,0,1,1
ASCA.OQ,NIVF,VGG0544E1390,NASDAQ Stock Exchange Capital Market,active,1,1,1,1,0,0,1,1
ASCADE.INS,ASCADE,,,active,1,1,1,1,0,0,1,1
ASD.N,ASD,,,active,1,1,1,1,0,0,1,1
ASEI.MW,ASEI,,,active,1,1,1,1,0,0,1,1
ASEI.OQ,ASEI,,,active,1,1,1,1,0,0,1,1
ASGN.CJ,ASGN,US81181C1045,Costa Rica Exchange,active,1,1,1,1,0,0,1,1
ASGN.N,ASGN,US00191U1025,New York Stock Exchange,active,1,1,1,1,0,0,1,1
ASH.II,ASH,US04454CCZ77,,active,1,1,1,1,0,0,1,1
ASH.N,ASH,US0441861046,New York Stock Exchange,active,1,1,1,1,0,0,1,1
ASI.N,ASI,,,active,1,1,1,1,0,0,1,1
ASIADE.INS,ASIADE,,,active,1,1,1,1,0,0,1,1
ASIC.N,ASIC,US04681Y1038,New York Stock Exchange,active,1,1,1,1,0,0,1,1
ASIX.N,ASIX,US00773T1016,New York Stock Exchange,active,1,1,1,1,0,0,1,1
ASLE.OQ,ASLE,US00810F1066,NASDAQ Stock Exchange Capital Market,active,1,1,1,1,0,0,1,1
ASMB.OQ,ASMB,US0453962070,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
ASML.OQ,ASML,USN070592100,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
ASO.OQ,ASO,US00402L1070,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
ASPI.OQ,ASPI,US00218A1051,NASDAQ Stock Exchange Capital Market,active,1,1,1,1,0,0,1,1
ASPM.OQ,ASPM,,,active,1,1,1,1,0,0,1,1
ASPN.N,ASPN,US04523Y1055,New York Stock Exchange,active,1,1,1,1,0,0,1,1
ASPS.OQ,ASPS,LU0445408270,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
ASRT.OQ,ASRT,US04546C3043,NASDAQ Stock Exchange Capital Market,active,1,1,1,1,0,0,1,1
ASST.OQ,ASST,US8629453007,NASDAQ Stock Exchange Global Market,active,1,1,1,1,0,0,1,1
ASTE.OQ,ASTE,US0462241011,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
ASTH.OQ,ASTH,US03763A2078,NASDAQ Stock Exchange Capital Market,active,1,1,1,1,0,0,1,1
ASTS.OQ,ASTS,US00217D1000,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
ASTX.OQ,ASTX,,,active,1,1,1,1,0,0,1,1
ASUR.OQ,ASUR,US04649U1025,NASDAQ Stock Exchange Capital Market,active,1,1,1,1,0,0,1,1
ASVI.P,ASVI,,,active,1,1,1,1,0,0,1,1
ASYTDE.INS,ASYTDE,,,active,1,1,1,1,0,0,1,1
ATAC.OQ,ATAC,,,active,1,1,1,1,0,0,1,1
ATB.P,ATB,,,active,1,1,1,1,0,0,1,1
ATEC.OQ,ATEC,US02081G2012,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
ATEN.N,ATEN,US0021211018,New York Stock Exchange,active,1,1,1,1,0,0,1,1
ATER.OQ,ATER,US02156U2006,NASDAQ Stock Exchange Capital Market,active,1,1,1,1,0,0,1,1
ATEX.OQ,ATEX,US03676C1009,NASDAQ Stock Exchange Capital Market,active,1,1,1,1,0,0,1,1
ATG.N,ATG,,,active,1,1,1,1,0,0,1,1
ATH.N,ATH,,,active,1,1,1,1,0,0,1,1
ATHNN.BCU,ATHNN,US04685W1036,BATS Europe,active,1,1,1,1,0,0,1,1
ATI.N,ATI,US01741R1023,New York Stock Exchange,active,1,1,1,1,0,0,1,1
ATKR.N,ATKR,US0476491081,New York Stock Exchange,active,1,1,1,1,0,0,1,1
ATLC.OQ,ATLC,US04914Y1029,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
ATLO.OQ,ATLO,US0310011004,NASDAQ Stock Exchange Capital Market,active,1,1,1,1,0,0,1,1
ATLS.OQ,ATLS,,,active,1,1,1,1,0,0,1,1
ATMI.OQ,ATMI,,,active,1,1,1,1,0,0,1,1
ATMLN.BCU,ATMLN,US0495131049,BATS Europe,active,1,1,1,1,0,0,1,1
ATMU.N,ATMU,US04956D1072,New York Stock Exchange,active,1,1,1,1,0,0,1,1
ATNI.OQ,ATNI,US00215F1075,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
ATNY.OQ,ATNY,,,active,1,1,1,1,0,0,1,1
ATO.N,ATO,US0495601058,New York Stock Exchange,active,1,1,1,1,0,0,1,1
ATOM.OQ,ATOM,US04965B1008,NASDAQ Stock Exchange Capital Market,active,1,1,1,1,0,0,1,1
ATOS.OQ,ATOS,US04962H7044,NASDAQ Stock Exchange Capital Market,active,1,1,1,1,0,0,1,1
ATR.N,ATR,US0383361039,New York Stock Exchange,active,1,1,1,1,0,0,1,1
ATRA.OQ,ATRA,US0465132068,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
ATRC.OQ,ATRC,US04963C2098,NASDAQ Stock Exchange Global Market,active,1,1,1,1,0,0,1,1
ATRO.OQ,ATRO,US0464331083,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
ATSG.MX,ATSG*,US00922R1059,Bolsa Mexicana de Valores S.A. de C.V.,active,1,1,1,1,0,0,1,1
ATVIN.BCU,ATVIN,US00507V1098,BATS Europe,active,1,1,1,1,0,0,1,1
ATW.B,ATW,,,active,1,1,1,1,0,0,1,1
ATW^J17,ATW^J17,US0500951084,New York Consolidated,active,1,1,1,1,0,0,1,1
ATX.OQ,ATX,,,active,1,1,1,1,0,0,1,1
ATYR.OQ,ATYR,US0021202025,NASDAQ Stock Exchange Capital Market,active,1,1,1,1,0,0,1,1
AUB.N,AUB,US04911A1079,New York Stock Exchange,active,1,1,1,1,0,0,1,1
AUPH.OQ,AUPH,CA05156V1022,NASDAQ Stock Exchange Global Market,active,1,1,1,1,0,0,1,1
AURA.OQ,AURA,US05153U1079,NASDAQ Stock Exchange Global Market,active,1,1,1,1,0,0,1,1
AUXL.OQ,AUXL,,,active,1,1,1,1,0,0,1,1
AVA.N,AVA,US05379B1070,New York Stock Exchange,active,1,1,1,1,0,0,1,1
AVAH.OQ,AVAH,US05356F1057,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
AVAV.OQ,AVAV,US0080731088,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
AVB.N,AVB,US0534841012,New York Stock Exchange,active,1,1,1,1,0,0,1,1
AVBH.OQ,AVBH,US05368J1034,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
AVBP.OQ,AVBP,US04272N1028,NASDAQ Stock Exchange Global Market,active,1,1,1,1,0,0,1,1
AVCT.OQ,AVCT,,,active,1,1,1,1,0,0,1,1
AVD.N,AVD,US0303711081,New York Stock Exchange,active,1,1,1,1,0,0,1,1
AVDR.OQ,AVDR,,NASDAQ Stock Exchange Global Market,active,1,1,1,1,0,0,1,1
AVG.N,AVG,,,active,1,1,1,1,0,0,1,1
AVGO.OQ,AVGO,US11135F1012,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
AVHMU.TRE,AVHMU,US00973N1028,London Stock Exchange,active,1,1,1,1,0,0,1,1
AVID.OQ,AVID,,,active,1,1,1,1,0,0,1,1
AVIDDE.INS,AVIDDE,,,active,1,1,1,1,0,0,1,1
AVIR.OQ,AVIR,US04683R1068,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
AVNR.OQ,AVNR,,,active,1,1,1,1,0,0,1,1
AVNS.N,AVNS,US05350V1061,New York Stock Exchange,active,1,1,1,1,0,0,1,1
AVNT.N,AVNT,US05368V1061,New York Stock Exchange,active,1,1,1,1,0,0,1,1
AVNW.OQ,AVNW,US05366Y2019,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
AVNX.P,AVNX,,,active,1,1,1,1,0,0,1,1
AVO.OQ,AVO,US60510V1089,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
AVPT.OQ,AVPT,US0536041041,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
AVP^A20,AVP^A20,US0543031027,New York Consolidated,active,1,1,1,1,0,0,1,1
AVR.OQ,AVR,US03675P1021,NASDAQ Stock Exchange Global Market,active,1,1,1,1,0,0,1,1
AVT.OQ,AVT,US0538071038,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
AVTR.N,AVTR,US05352A1007,New York Stock Exchange,active,1,1,1,1,0,0,1,1
AVTX.OQ,AVTX,US05338F3064,NASDAQ Stock Exchange Capital Market,active,1,1,1,1,0,0,1,1
AVX.N,AVX,CA05353F1080,New York Stock Exchange,active,1,1,1,1,0,0,1,1
AVXL.OQ,AVXL,US0327973006,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
AVY.II,AVY,,,active,1,1,1,1,0,0,1,1
AVY.N,AVY,US0536111091,New York Stock Exchange,active,1,1,1,1,0,0,1,1
AW.N,AW,,,active,1,1,1,1,0,0,1,1
AWBC.OQ,AWBC,,,active,1,1,1,1,0,0,1,1
AWK.N,AWK,US0304201033,New York Stock Exchange,active,1,1,1,1,0,0,1,1
AWR.N,AWR,US0298991011,New York Stock Exchange,active,1,1,1,1,0,0,1,1
AWRE.OQ,AWRE,US05453N1000,NASDAQ Stock Exchange Global Market,active,1,1,1,1,0,0,1,1
AX.N,AX,US05465C1009,New York Stock Exchange,active,1,1,1,1,0,0,1,1
AXB.N,AXB,,,active,1,1,1,1,0,0,1,1
AXGN.OQ,AXGN,US05463X1063,NASDAQ Stock Exchange Capital Market,active,1,1,1,1,0,0,1,1
AXLL.N,AXLL,,,active,1,1,1,1,0,0,1,1
AXLRNP.CJ,AXLRN,US00434H1086,Costa Rica Exchange,active,1,1,1,1,0,0,1,1
AXNX.MX,AXNX*,US05465P1012,Bolsa Mexicana de Valores S.A. de C.V.,active,1,1,1,1,0,0,1,1
AXON.OQ,AXON,US05464C1018,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
AXP.N,AXP,US0258161092,New York Stock Exchange,active,1,1,1,1,0,0,1,1
AXR,AXR,US0321591051,New York Consolidated,active,1,1,1,1,0,0,1,1
AXS.N,AXS,BMG0692U1099,New York Stock Exchange,active,1,1,1,1,0,0,1,1
AXSM.OQ,AXSM,US05464T1043,NASDAQ Stock Exchange Global Market,active,1,1,1,1,0,0,1,1
AXTA.N,AXTA,BMG0750C1082,New York Stock Exchange,active,1,1,1,1,0,0,1,1
AXTI.OQ,AXTI,US00246W1036,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
AYE.II,AYE,,,active,1,1,1,1,0,0,1,1
AYE^B11,AYE,US0173611064,New York Consolidated,active,1,1,1,1,0,0,1,1
AYI.N,AYI,US00508Y1029,New York Stock Exchange,active,1,1,1,1,0,0,1,1
AYR.N,AYR,,,active,1,1,1,1,0,0,1,1
AZNN.MX,AZNN,US0463531089,Bolsa Mexicana de Valores S.A. de C.V.,active,1,1,1,1,0,0,1,1
AZO.II,AZO,,,active,1,1,1,1,0,0,1,1
AZO.N,AZO,US0533321024,New York Stock Exchange,active,1,1,1,1,0,0,1,1
AZPNDE.INS,AZPNDE,,,active,1,1,1,1,0,0,1,1
AZTA.OQ,AZTA,US1143401024,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
AZZ.N,AZZ,US0024741045,New York Stock Exchange,active,1,1,1,1,0,0,1,1
BA.N,BA,US0970231058,New York Stock Exchange,active,1,1,1,1,0,0,1,1
BABA.N,BABA,US01609W1027,New York Stock Exchange,active,1,1,1,1,0,0,1,1
BAC.N,BAC,US0605051046,New York Stock Exchange,active,1,1,1,1,0,0,1,1
BAGL.OQ,BAGL,,,active,1,1,1,1,0,0,1,1
BAH.N,BAH,US0995021062,New York Stock Exchange,active,1,1,1,1,0,0,1,1
BALL.K,BALL,US0584981064,New York Consolidated,active,1,1,1,1,0,0,1,1
BALY.N,BALY,US05875B3042,New York Stock Exchange,active,1,1,1,1,0,0,1,1
BAMMDE.INS,BAMMDE,,,active,1,1,1,1,0,0,1,1
BANC.N,BANC,US05990K1060,New York Stock Exchange,active,1,1,1,1,0,0,1,1
BAND.OQ,BAND,US05988J1034,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
BANF.OQ,BANF,US05945F1030,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
BANR.OQ,BANR,US06652V2088,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
BARK.N,BARK,US68622E1047,New York Stock Exchange,active,1,1,1,1,0,0,1,1
BAS.N,BAS,,,active,1,1,1,1,0,0,1,1
BAS.PH,BAS,,,active,1,1,1,1,0,0,1,1
BATRA.OQ,BATRA,US0477261046,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
BATRK.OQ,BATRK,US0477263026,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
BAX.N,BAX,US0718131099,New York Stock Exchange,active,1,1,1,1,0,0,1,1
BBAI.N,BBAI,US08975B1098,New York Stock Exchange,active,1,1,1,1,0,0,1,1
BBBB.OQ,BBBB,,,active,1,1,1,1,0,0,1,1
BBBY.N,BBBY,US6903701018,New York Stock Exchange,active,1,1,1,1,0,0,1,1
BBBYDE.INS,BBBYDE,,,active,1,1,1,1,0,0,1,1
BBBYN.BCU,BBBYN,US0758961009,BATS Europe,active,1,1,1,1,0,0,1,1
BBCP.OQ,BBCP,US2067041085,NASDAQ Stock Exchange Capital Market,active,1,1,1,1,0,0,1,1
BBGI.OQ,BBGI,US0740142007,NASDAQ Stock Exchange Capital Market,active,1,1,1,1,0,0,1,1
BBI.II,BBI,,,active,1,1,1,1,0,0,1,1
BBIO.OQ,BBIO,US10806X1028,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
BBNK.OQ,BBNK,,,active,1,1,1,1,0,0,1,1
BBNX.OQ,BBNX,US08659B1026,NASDAQ Stock Exchange Global Market,active,1,1,1,1,0,0,1,1
BBSI.OQ,BBSI,US0684631080,Nasdaq Stock Exchange Global Select Market,active,1,1,1,1,0,0,1,1
BBT.II,BBT,,,active,1,1,1,1,0,0,1,1
BBT.N,BBT,US0846801076,New York Stock Exchange,active,1,1,1,1,0,0,1,1
BBUC.TO,BBUC,CA11259V1067,The Toronto Stock Exchange,active,1,1,1,1,0,0,1,1
BBW.N,BBW,US1200761047,New York Stock Exchange,active,1,1,1,1,0,0,1,1
BBWI.N,BBWI,US0708301041,New York Stock Exchange,active,1,1,1,1,0,0,1,1
BBX.N,BBX,,,active,1,1,1,1,0,0,1,1
BBY.II,BBY,,,active,1,1,1,1,0,0,1,1
BBY.N,BBY,US0865161014,New York Stock Exchange,active,1,1,1,1,0,0,1,1
BC.II,BC,,,active,1,1,1,1,0,0,1,1
BC.N,BC,US1170431092,New York Stock Exchange,active,1,1,1,1,0,0,1,1
BCAB.OQ,BCAB,US09077B1044,NASDAQ Stock Exchange Capital Market,active,1,1,1,1,0,0,1,1
